Date,Text_clean
2020-12-31,Ash ASH HAPPY NEW YEAR
2020-12-31,Ash Happy New Year
2020-12-31,Ash so hows it feel not being in 2020
2020-12-31,Ash 4 hours till new year still
2020-12-31,Ash Happy new year Hope you have a great one Ash 
2020-12-31,Ash happy new year lucky you already left 2020
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash HAPPY NEW YEAR ASH  
2020-12-31,Ash Happy newyear
2020-12-31,Ash yayy happy new year to you 
2020-12-31,Ash I still have 3 hours till new years Happy new year Ash cant wait for what this year brings us
2020-12-31,Ash happy new year ash D
2020-12-31,Ash When Ash is already in 2021 and youre just stuck in 2020 like
2020-12-31,Ash Happy New Year Ash 
2020-12-31,   Husband       Ash           lablab kambal
2020-12-31,Ash Happy new year Ash 
2020-12-31,Ash happy new year 
2020-12-31,Ash Happy New Year Ash
2020-12-31,   Husband       Ash           Aawwww soft hours na ba  Labyu kaikai 
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash happy new year ash
2020-12-31,Ash happy new year ash
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash HAPPY NEW YEAR ASH HOPE YOU HAVE A GOOD YEAR AHEAD
2020-12-31,Ash HAPPY NEW YEAR TO YOU ASH 
2020-12-31,Ash Happy new year ashyyyy
2020-12-31,Ash Happy new year ash
2020-12-31,Ash HAPPY NEW YEAR ASH
2020-12-31,Happy New Year everyone  
2020-12-31,   Husband       Ash           Awwee it was nice meeting you too kaikai Wuv u
2020-12-31,   SepticEye Ash  Husband This is really cool PS of course Rae would be the one with the flamethrower  
2020-12-31,Ash Get well soon 
2020-12-31,   SepticEye Ash  Husband literally the best group on rust ahh
2020-12-31,Ash You need to rest up we can wait for you to recover
2020-12-31,   SepticEye Ash  Husband This is so beautiful
2020-12-31,Ash Rift
2020-12-31, SepticEye   Ash  Husband Omg yes that is so fuckin cool I love it so much
2020-12-31,   SepticEye Ash  Husband Im proud of the outcome 
2020-12-31,  Ash Is his community actually trying to be the worst on twitch or are they doing it by accident
2020-12-31,SepticEye   Ash  Husband Love your content for years Thank you for the content and super excited to see you play more with your friends 
2020-12-31,  SepticEye Ash  Husband Thank you Love your streams as always
2020-12-31,   Ash Yeah followers never really know when something goes too far
2020-12-31,  Ash Okay thats too far guys come on your just making it worse for xQc this is the exact opposite of what we want for him
2020-12-31,  has apologized for rude remarks he made on OfflineTVs Rust serverOne streamer  Ash  claimed his fans sent her death threats after they clashed on stream
2020-12-31,   SepticEye Ash  Husband yeahh Rae with the badass flamethrower makes her look cool af
2020-12-31,   SepticEye Ash  Husband I need to get better to teach me  Amazing  art work  keep grinding and thanks for motivationstay save everyone Thanks for motivating and making this year a little enjoyable with you content  SepticEye   Husband and others
2020-12-31,Ash Heard you tell Welyn about the messages you received on here No one should have to receive those regardless of whether people think they are joking or not I just started watching your streams a couple weeks ago and have been having a blast Pee pee poo poo uwu
2020-12-31,   SepticEye Ash  Husband i still think about this fanart its so cool
2020-12-31,Ash   Your laugh is so cute
2020-12-31,   SepticEye Ash  Husband This is so good I wish I was an artist 
2020-12-31,Ash Dont be sorry ash take a rest and stay safe 
2020-12-31,   SepticEye Ash  Husband You got 
2020-12-31,Ash   Anime from that sub alert tho
2020-12-31,   SepticEye Ash  Husband corpse lokks so cool
2020-12-31,   SepticEye Ash  Husband Its amazing how fast this tweet got likes
2020-12-31,I kinda low key wanna know more about the OTV Rust server drama but Im tired and just want to watch  and Ash build stuff with a little  chaos at the side
2020-12-31,     Ash       Not sure what hes trying to do  All you have to takeaway from this entire thread is that there are so many perspectives to watch the server from which is probably why its so popular
2020-12-31,Ash get well soon Ash
2020-12-31,   SepticEye Ash  Husband wow so good
2020-12-31,   SepticEye Ash  Husband BEST TEAM
2020-12-31,   SepticEye Ash  Husband ludwig is a hardcore salesman
